plant,plant_fam,poll,poll_order,poll_fam
Melilotus alba,Leguminosae,Bicyrtes ventralis,Hymenoptera,Bembicidae
Melilotus alba,Leguminosae,Bombias auricomus,Hymenoptera,Bombidae
Melilotus alba,Leguminosae,Bombias scutellaris,Hymenoptera,Bombidae
Melilotus alba,Leguminosae,Bombias separatus,Hymenoptera,Bombidae
Melilotus alba,Leguminosae,Bombus americanorum,Hymenoptera,Bombidae
Melilotus alba,Leguminosae,Callidryas eubule,Lepidoptera,Papilionidae
Melilotus alba,Leguminosae,Calliopsis andreniformis,Hymenoptera,Panurgidae
Melilotus alba,Leguminosae,Centrias americanus,Hymenoptera,Nomadidae
Melilotus alba,Leguminosae,Centrinus picumnus,Coleoptera,Cerambycidae
Melilotus alba,Leguminosae,Centrinus scutellum album,Coleoptera,Cerambycidae
Melilotus alba,Leguminosae,Ceratina dupla,Hymenoptera,Ceratinidae
Melilotus alba,Leguminosae,Cerceris bicornuta,Hymenoptera,Philanthidae
Melilotus alba,Leguminosae,Cerceris clypeata,Hymenoptera,Philanthidae
Melilotus alba,Leguminosae,Cerceris compacta,Hymenoptera,Philanthidae
Melilotus alba,Leguminosae,Cerceris finitima,Hymenoptera,Philanthidae
Melilotus alba,Leguminosae,Cerceris prominens,Hymenoptera,Philanthidae
Melilotus alba,Leguminosae,Ceropales bipunctata,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Ceropales elegans,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Ceropales fulvipes,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Chloralictus albipennis,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Chloralictus pilosus,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Chloralictus pruinosus,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Chloralictus versatus,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Chrysophanus thoe,Lepidoptera,Lycaenidae
Melilotus alba,Leguminosae,Chrysops striatus,Diptera,Tabanidae
Melilotus alba,Leguminosae,Cistogaster occidua,Diptera,Tachinidae
Melilotus alba,Leguminosae,Coelioxys 8-dentata,Hymenoptera,Megachilidae
Melilotus alba,Leguminosae,Coelioxys rufitarsis,Hymenoptera,Megachilidae
Melilotus alba,Leguminosae,Coelioxys sayi,Hymenoptera,Megachilidae
Melilotus alba,Leguminosae,Colletes eulophi,Hymenoptera,Colletidae
Melilotus alba,Leguminosae,Colletes latitarsis,Hymenoptera,Colletidae
Melilotus alba,Leguminosae,Colletes willistonii,Hymenoptera,Colletidae
Melilotus alba,Leguminosae,Conops brachyrrhynchus,Diptera,Conopidae
Melilotus alba,Leguminosae,Conops xanthopareus,Diptera,Conopidae
Melilotus alba,Leguminosae,Cyaniris pseudargiolus,Lepidoptera,Lycaenidae
Melilotus alba,Leguminosae,Cyphocera fucata,Diptera,Tachinidae
Melilotus alba,Leguminosae,Elis 5-cincta,Hymenoptera,Scoliidae
Melilotus alba,Leguminosae,Epargyreus tityrus,Lepidoptera,Hesperiidae
Melilotus alba,Leguminosae,Epeolus bifasciatus,Hymenoptera,Epeolidae
Melilotus alba,Leguminosae,Episyron biguttatus,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Eristalis aeneus,Diptera,Syrphidae
Melilotus alba,Leguminosae,Eristalis latifrons,Diptera,Syrphidae
Melilotus alba,Leguminosae,Eumenes belfragei,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Eumenes fraternus,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Euphorocera claripennis,Diptera,Tachinidae
Melilotus alba,Leguminosae,Evylaeus arcuatus,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Evylaeus pectoralis,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Halictus lerouxii,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Halictus parallelus,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Helophilus latifrons,Diptera,Syrphidae
Melilotus alba,Leguminosae,Holonomada affabilis,Hymenoptera,Nomadidae
Melilotus alba,Leguminosae,Holonomada superba,Hymenoptera,Nomadidae
Melilotus alba,Leguminosae,Iphiclides ajax,Lepidoptera,Papilionidae
Melilotus alba,Leguminosae,Isodontia apicalis,Hymenoptera,Sphecidae
Melilotus alba,Leguminosae,Isodontia macrocephala,Hymenoptera,Sphecidae
Melilotus alba,Leguminosae,Leionotus anormis,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Leionotus arvensis,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Leionotus clypeatus,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Leionotus dorsalis,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Leionotus foraminatus,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Leionotus fulvipes,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Leionotus histrionalis,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Leionotus megaera,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Leionotus ziziae,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Limochores taumas,Lepidoptera,Hesperiidae
Melilotus alba,Leguminosae,Linnaemyia compta,Diptera,Tachinidae
Melilotus alba,Leguminosae,Lophopompilus atrox,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Lygaeus turcicus,Hemiptera,Lygaeidae
Melilotus alba,Leguminosae,Macropis steironematis,Hymenoptera,Macropididae
Melilotus alba,Leguminosae,Megachile brevis,Hymenoptera,Megachilidae
Melilotus alba,Leguminosae,Megachile petulans,Hymenoptera,Megachilidae
Melilotus alba,Leguminosae,Monobia 4-dens,Hymenoptera,Eumenidae
Melilotus alba,Leguminosae,Mordella marginata,Coleoptera,Mordellidae
Melilotus alba,Leguminosae,Morellia micans,Diptera,Muscidae
Melilotus alba,Leguminosae,Neotrypetes truncatus,Hymenoptera,Megachilidae
Melilotus alba,Leguminosae,Notoglossa americana,Hymenoptera,Oxybelidae
Melilotus alba,Leguminosae,Ocyptera lata,Diptera,Tachinidae
Melilotus alba,Leguminosae,Odontalictus ligatus,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Oncomyia loraria,Diptera,Conopidae
Melilotus alba,Leguminosae,Oxystoglossa similis,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Pachyophthalmus floridensis,Diptera,Tachinidae
Melilotus alba,Leguminosae,Pachyophthalmus signatus,Diptera,Tachinidae
Melilotus alba,Leguminosae,Papilio asterias,Lepidoptera,Papilionidae
Melilotus alba,Leguminosae,Paranomia nortonii,Hymenoptera,Nomiidae
Melilotus alba,Leguminosae,Parempis clausa,Diptera,Empididae
Melilotus alba,Leguminosae,Philanthus ventilabris,Hymenoptera,Philanthidae
Melilotus alba,Leguminosae,Phormia regina,Diptera,Muscidae
Melilotus alba,Leguminosae,Physocephala texana,Diptera,Conopidae
Melilotus alba,Leguminosae,Platychirus quadratus,Diptera,Syrphidae
Melilotus alba,Leguminosae,Podisus spinosus,Hemiptera,Pentatomidae
Melilotus alba,Leguminosae,Poecilopompilus navus,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Polistes rubiginosus,Hymenoptera,Vespidae
Melilotus alba,Leguminosae,Polistes variatus,Hymenoptera,Vespidae
Melilotus alba,Leguminosae,Pompiloides americanus,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Pompiloides marginatus,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Pontia protodice,Lepidoptera,Papilionidae
Melilotus alba,Leguminosae,Priocnemoides fulvicornis,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Priononyx atrata,Hymenoptera,Sphecidae
Melilotus alba,Leguminosae,Priononyx thomae,Hymenoptera,Sphecidae
Melilotus alba,Leguminosae,Psammochares relativus,Hymenoptera,Pompilidae
Melilotus alba,Leguminosae,Pseudopyrellia cornicina,Diptera,Muscidae
Melilotus alba,Leguminosae,Psithyrus variabilis,Hymenoptera,Bombidae
Melilotus alba,Leguminosae,Sarcophaga cimbicis,Diptera,Sarcophagidae
Melilotus alba,Leguminosae,Sceliphron cementarius,Hymenoptera,Sphecidae
Melilotus alba,Leguminosae,Seladonia fasciata,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Senotainia rubriventris,Diptera,Tachinidae
Melilotus alba,Leguminosae,Sesia 6-fasciata,Lepidoptera,Sesiidae
Melilotus alba,Leguminosae,Solenius interruptus,Hymenoptera,Crabronidae
Melilotus alba,Leguminosae,Spallanzania hesperidarum,Diptera,Tachinidae
Melilotus alba,Leguminosae,Sphaerophoria cylindrica,Diptera,Syrphidae
Melilotus alba,Leguminosae,Sphecodes arvensis,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Sphecodium cressonii,Hymenoptera,Halictidae
Melilotus alba,Leguminosae,Sphex nigricans,Hymenoptera,Sphecidae
Melilotus alba,Leguminosae,Sphex pictipennis,Hymenoptera,Sphecidae
Melilotus alba,Leguminosae,Sphex procera,Hymenoptera,Sphecidae
Melilotus alba,Leguminosae,Sphex vulgaris,Hymenoptera,Sphecidae
Melilotus alba,Leguminosae,Stizus unicinctus,Hymenoptera,Bembicidae
Melilotus alba,Leguminosae,Stratiomyia meigenii,Diptera,Stratiomyidae
Melilotus alba,Leguminosae,Strymon titus,Lepidoptera,Lycaenidae
Melilotus alba,Leguminosae,Stylogaster biannulata,Diptera,Conopidae
Melilotus alba,Leguminosae,Syritta pipiens,Diptera,Syrphidae
Melilotus alba,Leguminosae,Syrphus americanus,Diptera,Syrphidae
Melilotus alba,Leguminosae,Tachytes elongatus,Hymenoptera,Larridae
Melilotus alba,Leguminosae,Tetralonia dilecta,Hymenoptera,Euceridae
Melilotus alba,Leguminosae,Tiphia vulgaris,Hymenoptera,Tiphiidae
Melilotus alba,Leguminosae,Trichius piger,Coleoptera,Scarabaeidae
Melilotus alba,Leguminosae,Trichophora ruficauda,Diptera,Tachinidae
Melilotus alba,Leguminosae,Typocerus sinuatus,Coleoptera,Cerambycidae
Melilotus alba,Leguminosae,Uranotes melinus,Lepidoptera,Lycaenidae
Melilotus alba,Leguminosae,Vanessa atalanta,Lepidoptera,Nymphalidae
Melilotus alba,Leguminosae,Vanessa huntera,Lepidoptera,Nymphalidae
Melilotus alba,Leguminosae,Winthemia 4-pustulata,Diptera,Tachinidae
Melilotus alba,Leguminosae,Xanthosarus latimanus,Hymenoptera,Megachilidae
Melilotus alba,Leguminosae,Xylocopa virginica,Hymenoptera,Xylocopidae
Melilotus alba,Leguminosae,Zodion nanellum,Diptera,Conopidae
Melilotus alba,Leguminosae,Megachile 6-dentata,Hymenoptera,Megachilidae
Mentha arvensis,Labiatae,Ammobia nuda,Hymenoptera,Sphecidae
Mentha arvensis,Labiatae,Ancyloxypha numitor,Lepidoptera,Hesperiidae
Mentha arvensis,Labiatae,Archytas analis,Diptera,Tachinidae
Mentha arvensis,Labiatae,Archytas aterrima,Diptera,Tachinidae
Mentha arvensis,Labiatae,Bembix nubillipennis,Hymenoptera,Bembicidae
Mentha arvensis,Labiatae,Chauliognathus pennsylvanicus,Coleoptera,Lampyridae
Mentha arvensis,Labiatae,Conops xanthopareus,Diptera,Conopidae
Mentha arvensis,Labiatae,Elis 5-cincta,Hymenoptera,Scoliidae
Mentha arvensis,Labiatae,Elis interrupta,Hymenoptera,Scoliidae
Mentha arvensis,Labiatae,Eucerceris zonatus,Hymenoptera,Philanthidae
Mentha arvensis,Labiatae,Exoprosopa fascipennis,Diptera,Bombyliidae
Mentha arvensis,Labiatae,Isodontia apicalis,Hymenoptera,Sphecidae
Mentha arvensis,Labiatae,Lucilia sylvarum,Diptera,Muscidae
Mentha arvensis,Labiatae,Milesia ornata,Diptera,Syrphidae
Mentha arvensis,Labiatae,Oxystoglossa confusa,Hymenoptera,Halictidae
Mentha arvensis,Labiatae,Parempis clausa,Diptera,Empididae
Mentha arvensis,Labiatae,Pieris rapae,Lepidoptera,Papilionidae
Mentha arvensis,Labiatae,Pompiloides marginatus,Hymenoptera,Pompilidae
Mentha arvensis,Labiatae,Pseudopyrellia cornicina,Diptera,Muscidae
Mentha arvensis,Labiatae,Ptilodexia abdominalis,Diptera,Dexidae
Mentha arvensis,Labiatae,Scotiptera parvicornis,Diptera,Dexidae
Mentha arvensis,Labiatae,Sphex gracilis,Hymenoptera,Sphecidae
Mentha arvensis,Labiatae,Sphex vulgaris,Hymenoptera,Sphecidae
Mentha arvensis,Labiatae,Syritta pipiens,Diptera,Syrphidae
Mentha arvensis,Labiatae,Tropidia quadrata,Diptera,Syrphidae
Mertensia virginica,Boraginaceae,Anosia plexippus,Lepidoptera,Nymphalidae
Mertensia virginica,Boraginaceae,Anthemoessa abrupta,Hymenoptera,Anthophoridae
Mertensia virginica,Boraginaceae,Anthophora ursina,Hymenoptera,Anthophoridae
Mertensia virginica,Boraginaceae,Apis mellifera,Hymenoptera,Apidiae
Mertensia virginica,Boraginaceae,Bombias auricomus,Hymenoptera,Bombidae
Mertensia virginica,Boraginaceae,Bombias separatus,Hymenoptera,Bombidae
Mertensia virginica,Boraginaceae,Bombus americanorum,Hymenoptera,Bombidae
Mertensia virginica,Boraginaceae,Bombus consimilis,Hymenoptera,Bombidae
Mertensia virginica,Boraginaceae,Bombus ridingsii,Hymenoptera,Bombidae
Mertensia virginica,Boraginaceae,Bombylius major,Diptera,Bombyliidae
Mertensia virginica,Boraginaceae,Centrosmia bucephala,Hymenoptera,Megachilidae
Mertensia virginica,Boraginaceae,Ceratosmia lignaria,Hymenoptera,Megachilidae
Mertensia virginica,Boraginaceae,Chloralictus versatus,Hymenoptera,Halictidae
Mertensia virginica,Boraginaceae,Deilephila lineata,Lepidoptera,Sphingidae
Mertensia virginica,Boraginaceae,Euphoeades troilus,Lepidoptera,Papilionidae
Mertensia virginica,Boraginaceae,Hemaris thysbe,Lepidoptera,Sphingidae
Mertensia virginica,Boraginaceae,Osmia atriventris,Hymenoptera,Megachilidae
Mertensia virginica,Boraginaceae,Osmia pumila,Hymenoptera,Megachilidae
Mertensia virginica,Boraginaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Mertensia virginica,Boraginaceae,Rhingia nasica,Diptera,Syrphidae
Mertensia virginica,Boraginaceae,Tetralonia belfragei,Hymenoptera,Euceridae
Mertensia virginica,Boraginaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Mertensia virginica,Boraginaceae,Tetralonia dubitata,Hymenoptera,Euceridae
Mertensia virginica,Boraginaceae,Teuchocnemis lituratus,Diptera,Syrphidae
Mertensia virginica,Boraginaceae,Thanaos juvenalis,Lepidoptera,Hesperiidae
Mertensia virginica,Boraginaceae,Trochilus colubris,Aves,Trochilidae
Mertensia virginica,Boraginaceae,Vanessa atalanta,Lepidoptera,Nymphalidae
Mertensia virginica,Boraginaceae,Xanthidium dentariae,Hymenoptera,Nomadidae
Mimulus alatus,Scrophulariaceae,Bombus americanorum,Hymenoptera,Bombidae
Mimulus ringens,Scrophulariaceae,Bombus americanorum,Hymenoptera,Bombidae
Mimulus ringens,Scrophulariaceae,Bombus consimilis,Hymenoptera,Bombidae
Mollugo verticillata,Aizoaceae,Cerceris finitima,Hymenoptera,Philanthidae
Mollugo verticillata,Aizoaceae,Chloralictus pilosus,Hymenoptera,Halictidae
Mollugo verticillata,Aizoaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Mollugo verticillata,Aizoaceae,Chloralictus tegularis,Hymenoptera,Halictidae
Mollugo verticillata,Aizoaceae,Chloralictus versatus,Hymenoptera,Halictidae
Mollugo verticillata,Aizoaceae,Collops 4-maculatus,Coleoptera,Melachidae
Mollugo verticillata,Aizoaceae,Helicobia 4-setosa,Diptera,Sarcophagidae
Mollugo verticillata,Aizoaceae,Mesogramma marginata,Diptera,Syrphidae
Mollugo verticillata,Aizoaceae,Paragus tibialis,Diptera,Syrphidae
Mollugo verticillata,Aizoaceae,Pipiza pulchella,Diptera,Syrphidae
Mollugo verticillata,Aizoaceae,Pseudopyrellia cornicina,Diptera,Muscidae
Mollugo verticillata,Aizoaceae,Scladonia fasciata,Hymenoptera,Halictidae
Mollugo verticillata,Aizoaceae,Zodion nanellum,Diptera,Conopidae
Monarda bradburiana,Labiatae,Anthemoessa abrupta,Hymenoptera,Anthophoridae
Monarda bradburiana,Labiatae,Anthophora ursina,Hymenoptera,Anthophoridae
Monarda bradburiana,Labiatae,Apis mellifera,Hymenoptera,Apidiae
Monarda bradburiana,Labiatae,Argynnis cybele,Lepidoptera,Nymphalidae
Monarda bradburiana,Labiatae,Atrytone zabulon,Lepidoptera,Hesperiidae
Monarda bradburiana,Labiatae,Bombias auricomus,Hymenoptera,Bombidae
Monarda bradburiana,Labiatae,Bombias separatus,Hymenoptera,Bombidae
Monarda bradburiana,Labiatae,Bombus americanorum,Hymenoptera,Bombidae
Monarda bradburiana,Labiatae,Bombus impatiens,Hymenoptera,Bombidae
Monarda bradburiana,Labiatae,Bombus ridingsii,Hymenoptera,Bombidae
Monarda bradburiana,Labiatae,Bombylius atriceps,Diptera,Bombyliidae
Monarda bradburiana,Labiatae,Ceratina dupla,Hymenoptera,Ceratinidae
Monarda bradburiana,Labiatae,Chloralictus versatus,Hymenoptera,Halictidae
Monarda bradburiana,Labiatae,Clisodon terminalis,Hymenoptera,Anthophoridae
Monarda bradburiana,Labiatae,Coelioxys sayi,Hymenoptera,Megachilidae
Monarda bradburiana,Labiatae,Curtisapis coriacea,Hymenoptera,Halictidae
Monarda bradburiana,Labiatae,Curtisapis forbesii,Hymenoptera,Halictidae
Monarda bradburiana,Labiatae,Epargyreus tityrus,Lepidoptera,Hesperiidae
Monarda bradburiana,Labiatae,Euphoeades troilus,Lepidoptera,Papilionidae
Monarda bradburiana,Labiatae,Euphyes metacomet,Lepidoptera,Hesperiidae
Monarda bradburiana,Labiatae,Evylaeus 4-maculatus,Hymenoptera,Halictidae
Monarda bradburiana,Labiatae,Evylaeus pectoralis,Hymenoptera,Halictidae
Monarda bradburiana,Labiatae,Heraclides cresphontes,Lepidoptera,Papilionidae
Monarda bradburiana,Labiatae,Heterosarus parvus,Hymenoptera,Panurgidae
Monarda bradburiana,Labiatae,Jasoniades glaucus,Lepidoptera,Papilionidae
Monarda bradburiana,Labiatae,Laertias philenor,Lepidoptera,Papilionidae
Monarda bradburiana,Labiatae,Leionotus foraminatus,Hymenoptera,Eumenidae
Monarda bradburiana,Labiatae,Megachile mendica,Hymenoptera,Megachilidae
Monarda bradburiana,Labiatae,Oxystoglossa confusa,Hymenoptera,Halictidae
Monarda bradburiana,Labiatae,Oxystoglossa similis,Hymenoptera,Halictidae
Monarda bradburiana,Labiatae,Prosopis sayi,Hymenoptera,Prosopididae
Monarda bradburiana,Labiatae,Tetralonia dilecta,Hymenoptera,Euceridae
Monarda bradburiana,Labiatae,Tetralonia rosae,Hymenoptera,Euceridae
Monarda bradburiana,Labiatae,Thorybes pylades,Lepidoptera,Hesperiidae
Monarda bradburiana,Labiatae,Trochilus colubris,Aves,Trochilidae
Monarda bradburiana,Labiatae,Vanessa huntera,Lepidoptera,Nymphalidae
Monarda fistulosa,Labiatae,Achalarus lycidas,Lepidoptera,Hesperiidae
Monarda fistulosa,Labiatae,Agapostemon radiatus,Hymenoptera,Halictidae
Monarda fistulosa,Labiatae,Anosia plexippus,Lepidoptera,Nymphalidae
Monarda fistulosa,Labiatae,Anthedon compta,Hymenoptera,Euceridae
Monarda fistulosa,Labiatae,Apis mellifera,Hymenoptera,Apidiae
Monarda fistulosa,Labiatae,Argynnis cybele,Lepidoptera,Nymphalidae
Monarda fistulosa,Labiatae,Argyramoeba albofasciata,Diptera,Bombyliidae
Monarda fistulosa,Labiatae,Atrytone delaware,Lepidoptera,Hesperiidae
Monarda fistulosa,Labiatae,Atrytone zabulon,Lepidoptera,Hesperiidae
Monarda fistulosa,Labiatae,Basilarchia archippus,Lepidoptera,Nymphalidae
Monarda fistulosa,Labiatae,Bombias auricomus,Hymenoptera,Bombidae
Monarda fistulosa,Labiatae,Bombias separatus,Hymenoptera,Bombidae
Monarda fistulosa,Labiatae,Bombus americanorum,Hymenoptera,Bombidae
Monarda fistulosa,Labiatae,Bombus consimilis,Hymenoptera,Bombidae
Monarda fistulosa,Labiatae,Ceratina dupla,Hymenoptera,Ceratinidae
Monarda fistulosa,Labiatae,Chloralictus pilosus,Hymenoptera,Halictidae
Monarda fistulosa,Labiatae,Chloralictus versatus,Hymenoptera,Halictidae
Monarda fistulosa,Labiatae,Coelioxys rufitarsis,Hymenoptera,Megachilidae
Monarda fistulosa,Labiatae,Cyphopyga montivaga,Hymenoptera,Megachilidae
Monarda fistulosa,Labiatae,Epargyreus tityrus,Lepidoptera,Hesperiidae
Monarda fistulosa,Labiatae,Epimelissodes obliqua,Hymenoptera,Euceridae
Monarda fistulosa,Labiatae,Euphoeades troilus,Lepidoptera,Papilionidae
Monarda fistulosa,Labiatae,Euphyes metacomet,Lepidoptera,Hesperiidae
Monarda fistulosa,Labiatae,Eurymus philodice,Lepidoptera,Papilionidae
Monarda fistulosa,Labiatae,Exoprosopa decora,Diptera,Bombyliidae
Monarda fistulosa,Labiatae,Exoprosopa fasciata,Diptera,Bombyliidae
Monarda fistulosa,Labiatae,Halictus lerouxii,Hymenoptera,Halictidae
Monarda fistulosa,Labiatae,Hemaris axillaris,Lepidoptera,Sphingidae
Monarda fistulosa,Labiatae,Hemaris thysbe,Lepidoptera,Sphingidae
Monarda fistulosa,Labiatae,Heraclides cresphontes,Lepidoptera,Papilionidae
Monarda fistulosa,Labiatae,Laertias philenor,Lepidoptera,Papilionidae
Monarda fistulosa,Labiatae,Leionotus dorsalis,Hymenoptera,Eumenidae
Monarda fistulosa,Labiatae,Leionotus foraminatus,Hymenoptera,Eumenidae
Monarda fistulosa,Labiatae,Melissodes agilis,Hymenoptera,Euceridae
Monarda fistulosa,Labiatae,Melissodes bimaculata,Hymenoptera,Euceridae
Monarda fistulosa,Labiatae,Melissodes cnici,Hymenoptera,Euceridae
Monarda fistulosa,Labiatae,Melissodes comptoides,Hymenoptera,Euceridae
Monarda fistulosa,Labiatae,Melissodes trinodis,Hymenoptera,Euceridae
Monarda fistulosa,Labiatae,Melissodes variabilis,Hymenoptera,Euceridae
Monarda fistulosa,Labiatae,Odontalictus ligatus,Hymenoptera,Halictidae
Monarda fistulosa,Labiatae,Oxystoglossa confusa,Hymenoptera,Halictidae
Monarda fistulosa,Labiatae,Papilio asterias,Lepidoptera,Papilionidae
Monarda fistulosa,Labiatae,Pholisora catullus,Lepidoptera,Hesperiidae
Monarda fistulosa,Labiatae,Pholisora hayhurstii,Lepidoptera,Hesperiidae
Monarda fistulosa,Labiatae,Physocephala tibialis,Diptera,Conopidae
Monarda fistulosa,Labiatae,Pontia protodice,Lepidoptera,Papilionidae
Monarda fistulosa,Labiatae,Seladonia fasciata,Hymenoptera,Halictidae
Monarda fistulosa,Labiatae,Speyeria idalia,Lepidoptera,Nymphalidae
Monarda fistulosa,Labiatae,Sphex pictipennis,Hymenoptera,Sphecidae
Monarda fistulosa,Labiatae,Systoechus vulgaris,Diptera,Bombyliidae
Monarda fistulosa,Labiatae,Systogaster biannulata,Diptera,Conopidae
Monarda fistulosa,Labiatae,Thorybes bathyllus,Lepidoptera,Hesperiidae
Monarda fistulosa,Labiatae,Triepeolus concavus,Hymenoptera,Epeolidae
Monarda fistulosa,Labiatae,Triepeolus concolor,Hymenoptera,Epeolidae
Monarda fistulosa,Labiatae,Triepeolus nevadensis,Hymenoptera,Epeolidae
Monarda fistulosa,Labiatae,Triepeolus remigatus,Hymenoptera,Epeolidae
Monarda fistulosa,Labiatae,Trochilus colubris,Aves,Trochilidae
Monarda fistulosa,Labiatae,Vanessa atalanta,Lepidoptera,Nymphalidae
Monarda fistulosa,Labiatae,Vanessa cardui,Lepidoptera,Nymphalidae
Monarda fistulosa,Labiatae,Vanessa huntera,Lepidoptera,Nymphalidae
Monarda fistulosa,Labiatae,Xanthosarus latimanus,Hymenoptera,Megachilidae
Myosotis virginica,Boraginaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Myosotis virginica,Boraginaceae,Pontia protodice,Lepidoptera,Papilionidae
Myosurus minimus,Ranunculaceae,Chloralictus zephyrus,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Agapostemon radiatus,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Apis mellifera,Hymenoptera,Apidiae
Nelumbo lutea,Nymphaeaceae,Bombias scutellaris,Hymenoptera,Bombidae
Nelumbo lutea,Nymphaeaceae,Bombias separatus,Hymenoptera,Bombidae
Nelumbo lutea,Nymphaeaceae,Bombus americanorum,Hymenoptera,Bombidae
Nelumbo lutea,Nymphaeaceae,Bombus impatiens,Hymenoptera,Bombidae
Nelumbo lutea,Nymphaeaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Nelumbo lutea,Nymphaeaceae,Chloralictus nymphaearum,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Chloralictus pilosus,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Chloralictus versatus,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Diabrotica 12-punctata,Coleoptera,Chrysomelidae
Nelumbo lutea,Nymphaeaceae,Elis interrupta,Hymenoptera,Scoliidae
Nelumbo lutea,Nymphaeaceae,Evylaeus nelumbonis,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Halictus lerouxii,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Halictus parallelus,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Hippodamea 13-punctata,Coleoptera,Coccinellidae
Nelumbo lutea,Nymphaeaceae,Megilla maculata,Coleoptera,Coccinellidae
Nelumbo lutea,Nymphaeaceae,Mesogramma marginata,Diptera,Syrphidae
Nelumbo lutea,Nymphaeaceae,Notiphila unicolor,Diptera,Ephydridae
Nelumbo lutea,Nymphaeaceae,Odontalictus ligatus,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Orthoneura nitida,Diptera,Syrphidae
Nelumbo lutea,Nymphaeaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Nelumbo lutea,Nymphaeaceae,Pipiza pulchella,Diptera,Syrphidae
Nelumbo lutea,Nymphaeaceae,Prosopis nelumbonis,Hymenoptera,Prosopididae
Nelumbo lutea,Nymphaeaceae,Prosopis ziziae,Hymenoptera,Prosopididae
Nelumbo lutea,Nymphaeaceae,Pseudopyrellia cornicina,Diptera,Muscidae
Nelumbo lutea,Nymphaeaceae,Scolia bicincta,Hymenoptera,Scoliidae
Nelumbo lutea,Nymphaeaceae,Sphaerophoria cylindrica,Diptera,Syrphidae
Nelumbo lutea,Nymphaeaceae,Syritta pipiens,Diptera,Syrphidae
Nelumbo lutea,Nymphaeaceae,Syrphus ribesii,Diptera,Syrphidae
Nelumbo lutea,Nymphaeaceae,Typocerus badius,Coleoptera,Cerambycidae
Nepeta cataria,Labiatae,Agapostemon radiatus,Hymenoptera,Halictidae
Nepeta cataria,Labiatae,Agapostemon viridulus,Hymenoptera,Halictidae
Nepeta cataria,Labiatae,Alcidamea simplex,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Anthemois centuncularis,Hymenoptera,Megachilidae
Nepeta cataria,Labiatae,Anthrax fulvohirta,Diptera,Bombyliidae
Nepeta cataria,Labiatae,Anthrax parvicornis,Diptera,Bombyliidae
Nepeta cataria,Labiatae,Apis mellifera,Hymenoptera,Apidiae
Nepeta cataria,Labiatae,Archytas analis,Diptera,Tachinidae
Nepeta cataria,Labiatae,Archytas aterrima,Diptera,Tachinidae
