plant,plant_fam,poll,poll_order,poll_fam
Viburnum pubescens,Caprifoliaceae,Molorchus bimaculatus,Coleoptera,Chrysomelidae
Viburnum pubescens,Caprifoliaceae,Mordellistena aspersa,Coleoptera,Mordellidae
Viburnum pubescens,Caprifoliaceae,Mordellistena biplagiata,Coleoptera,Mordellidae
Viburnum pubescens,Caprifoliaceae,Mordellistena grammica,Coleoptera,Mordellidae
Viburnum pubescens,Caprifoliaceae,Opandrena cressonii,Hymenoptera,Andrenidae
Viburnum pubescens,Caprifoliaceae,Opandrena personata,Hymenoptera,Andrenidae
Viburnum pubescens,Caprifoliaceae,Opandrena serotina,Hymenoptera,Andrenidae
Viburnum pubescens,Caprifoliaceae,Orphilus glabratus,Coleoptera,Dermestidae
Viburnum pubescens,Caprifoliaceae,Osmia pumila,Hymenoptera,Megachilidae
Viburnum pubescens,Caprifoliaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Viburnum pubescens,Caprifoliaceae,Prosopis illinoensis,Hymenoptera,Prosopididae
Viburnum pubescens,Caprifoliaceae,Prosopis pygmaea,Hymenoptera,Prosopididae
Viburnum pubescens,Caprifoliaceae,Prosopis ziziae,Hymenoptera,Prosopididae
Viburnum pubescens,Caprifoliaceae,Telephorus dentiger,Coleoptera,Lampyridae
Viburnum pubescens,Caprifoliaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Viburnum pubescens,Caprifoliaceae,Thanaos juvenalis,Lepidoptera,Cerambycidae
Viburnum pubescens,Caprifoliaceae,Trachandrena claytoniae,Hymenoptera,Andrenidae
Viburnum pubescens,Caprifoliaceae,Trachandrena forbesii,Hymenoptera,Andrenidae
Viburnum pubescens,Caprifoliaceae,Trachandrena nuda,Hymenoptera,Andrenidae
Viburnum pubescens,Caprifoliaceae,Trachandrena rugosa,Hymenoptera,Andrenidae
Viburnum pubescens,Caprifoliaceae,Valgus canaliculatus,Coleoptera,Scarabaeidae
Viola cucullata,Violaceae,Andrena carlini,Hymenoptera,Andrenidae
Viola cucullata,Violaceae,Anthophora ursina,Hymenoptera,Anthophoridae
Viola cucullata,Violaceae,Apis mellifera,Hymenoptera,Apidiae
Viola cucullata,Violaceae,Bombias auricomus,Hymenoptera,Bombidae
Viola cucullata,Violaceae,Bombias separatus,Hymenoptera,Bombidae
Viola cucullata,Violaceae,Bombus americanorum,Hymenoptera,Bombidae
Viola cucullata,Violaceae,Bombus impatiens,Hymenoptera,Bombidae
Viola cucullata,Violaceae,Bombylius major,Diptera,Bombyliidae
Viola cucullata,Violaceae,Bombylius pulchellus,Diptera,Bombyliidae
Viola cucullata,Violaceae,Centrosmia bucephala,Hymenoptera,Megachilidae
Viola cucullata,Violaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Viola cucullata,Violaceae,Ceratosmia lignaria,Hymenoptera,Megachilidae
Viola cucullata,Violaceae,Chloralictus cressonii,Hymenoptera,Halictidae
Viola cucullata,Violaceae,Eurymus philodice,Lepidoptera,Papilionidae
Viola cucullata,Violaceae,Evylaeus foxii,Hymenoptera,Halictidae
Viola cucullata,Violaceae,Holonomada affabilis,Hymenoptera,Nomadidae
Viola cucullata,Violaceae,Isomelissa violae,Hymenoptera,Andrenidae
Viola cucullata,Violaceae,Osmia collinsiae,Hymenoptera,Megachilidae
Viola cucullata,Violaceae,Osmia pumila,Hymenoptera,Megachilidae
Viola cucullata,Violaceae,Pieris rapae,Lepidoptera,Papilionidae
Viola cucullata,Violaceae,Seladonia fasciata,Hymenoptera,Halictidae
Viola cucullata,Violaceae,Tetralonia belfragei,Hymenoptera,Euceridae
Viola cucullata,Violaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Viola cucullata,Violaceae,Thanaos brizo,Lepidoptera,Hesperiidae
Viola cucullata,Violaceae,Thanaos juvenalis,Lepidoptera,Hesperiidae
Viola cucullata,Violaceae,Thanaos martialis,Lepidoptera,Hesperiidae
Viola cucullata,Violaceae,Vanessa huntera,Lepidoptera,Nymphalidae
Viola pedata,Violaceae,Anthophora ursina,Hymenoptera,Anthophoridae
Viola pedata,Violaceae,Apis mellifera,Hymenoptera,Apidiae
Viola pedata,Violaceae,Bombias separatus,Hymenoptera,Bombidae
Viola pedata,Violaceae,Bombus americanorum,Hymenoptera,Bombidae
Viola pedata,Violaceae,Bombus impatiens,Hymenoptera,Bombidae
Viola pedata,Violaceae,Eristalis latifrons,Diptera,Syrphidae
Viola pedata,Violaceae,Eurymus philodice,Lepidoptera,Papilionidae
Viola pedata,Violaceae,Pieris rapae,Lepidoptera,Papilionidae
Viola pedata,Violaceae,Plusia simplex,Lepidoptera,Noctuidae
Viola pedata,Violaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Viola pedata,Violaceae,Thanaos brizo,Lepidoptera,Hesperiidae
Viola pedata,Violaceae,Thanaos icelus,Lepidoptera,Hesperiidae
Viola pedata,Violaceae,Thanaos juvenalis,Lepidoptera,Hesperiidae
Viola pedata,Violaceae,Vanessa cardui,Lepidoptera,Nymphalidae
Viola pedatifida,Violaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Viola pubescens,Violaceae,Andrena carlini,Hymenoptera,Andrenidae
Viola pubescens,Violaceae,Anthophora ursina,Hymenoptera,Anthophoridae
Viola pubescens,Violaceae,Bombus americanorum,Hymenoptera,Bombidae
Viola pubescens,Violaceae,Bombylius major,Diptera,Bombyliidae
Viola pubescens,Violaceae,Ceratina dupla,Hymenoptera,Ceratinidae
Viola pubescens,Violaceae,Chloralictus pilosus,Hymenoptera,Halictidae
Viola pubescens,Violaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Viola pubescens,Violaceae,Chloralictus versatus,Hymenoptera,Halictidae
Viola pubescens,Violaceae,Curtisapis coriacea,Hymenoptera,Halictidae
Viola pubescens,Violaceae,Eurymus philodice,Lepidoptera,Papilionidae
Viola pubescens,Violaceae,Gonia capitata,Diptera,Tachinidae
Viola pubescens,Violaceae,Melanostoma obscurum,Diptera,Syrphidae
Viola pubescens,Violaceae,Mesogramma marginata,Diptera,Syrphidae
Viola pubescens,Violaceae,Nomada sayi,Hymenoptera,Nomadidae
Viola pubescens,Violaceae,Osmia atriventris,Hymenoptera,Megachilidae
Viola pubescens,Violaceae,Osmia pumila,Hymenoptera,Megachilidae
Viola pubescens,Violaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Viola pubescens,Violaceae,Paragus tibialis,Diptera,Syrphidae
Viola pubescens,Violaceae,Seladonia fasciata,Hymenoptera,Halictidae
Viola pubescens,Violaceae,Tetralonia belfragei,Hymenoptera,Euceridae
Viola pubescens,Violaceae,Thanaos juvenalis,Lepidoptera,Hesperiidae
Viola pubescens,Violaceae,Thanaos martialis,Lepidoptera,Hesperiidae
Viola sagittata,Violaceae,Eurymus philodice,Lepidoptera,Papilionidae
Viola sagittata,Violaceae,Isomelissa violae,Hymenoptera,Andrenidae
Viola sagittata,Violaceae,Osmia pumila,Hymenoptera,Megachilidae
Viola striata,Violaceae,Andrena carlini,Hymenoptera,Andrenidae
Viola striata,Violaceae,Apis mellifera,Hymenoptera,Apidiae
Viola striata,Violaceae,Bombias auricomus,Hymenoptera,Bombidae
Viola striata,Violaceae,Bombias separatus,Hymenoptera,Bombidae
Viola striata,Violaceae,Bombus americanorum,Hymenoptera,Bombidae
Viola striata,Violaceae,Bombus consimilis,Hymenoptera,Bombidae
Viola striata,Violaceae,Bombus impatiens,Hymenoptera,Bombidae
Viola striata,Violaceae,Bombylius major,Diptera,Bombyliidae
Viola striata,Violaceae,Curtisapis coriacea,Hymenoptera,Halictidae
Viola striata,Violaceae,Diceratosmia conjuncta,Hymenoptera,Megachilidae
Viola striata,Violaceae,Eurymus philodice,Lepidoptera,Papilionidae
Viola striata,Violaceae,Isomelissa violae,Hymenoptera,Andrenidae
Viola striata,Violaceae,Osmia atriventris,Hymenoptera,Megachilidae
Viola striata,Violaceae,Osmia collinsiae,Hymenoptera,Megachilidae
Viola striata,Violaceae,Osmia pumila,Hymenoptera,Megachilidae
Viola striata,Violaceae,Tetralonia belfragei,Hymenoptera,Euceridae
Viola striata,Violaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Viola striata,Violaceae,Thanaos persius,Lepidoptera,Hesperiidae
Viola striata,Violaceae,Zaodontomerus calcaratus,Hymenoptera,Ceratinidae
Vitis cordifolia,Vitaceae,Apis mellifera,Hymenoptera,Apidiae
Vitis cordifolia,Vitaceae,Bombias separatus,Hymenoptera,Bombidae
Vitis cordifolia,Vitaceae,Tetralonia dilecta,Hymenoptera,Euceridae
Vitis vulpina,Vitaceae,Bombias separatus,Hymenoptera,Bombidae
Vitis vulpina,Vitaceae,Bombus americanorum,Hymenoptera,Bombidae
Vitis vulpina,Vitaceae,Bombus impatiens,Hymenoptera,Bombidae
Zanthoxylum americanum,Rutaceae,Andrena mandibularis,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Andrena pruni,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Andrena sayi,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Apis mellifera,Hymenoptera,Apidiae
Zanthoxylum americanum,Rutaceae,Archytas analis,Diptera,Tachinidae
Zanthoxylum americanum,Rutaceae,Asclera puncticollis,Coleoptera,Oedemeridae
Zanthoxylum americanum,Rutaceae,Augochlora viridula,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Brachypalpus frontosus,Diptera,Syrphidae
Zanthoxylum americanum,Rutaceae,Ceratosmia lignaria,Hymenoptera,Megachilidae
Zanthoxylum americanum,Rutaceae,Chloralictus caeruleus,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Chloralictus cressonii,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Chloralictus sparsus,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Chloralictus versatus,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Chloralictus zephyrus,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Colletes inaequalis,Hymenoptera,Colletidae
Zanthoxylum americanum,Rutaceae,Cryptocheilus conicus,Hymenoptera,Pompilidae
Zanthoxylum americanum,Rutaceae,Curtisapis coriacea,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Eristalis dimidiatus,Diptera,Syrphidae
Zanthoxylum americanum,Rutaceae,Evylaeus arcuatus,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Evylaeus foxii,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Gnathias cuneatus,Hymenoptera,Nomadidae
Zanthoxylum americanum,Rutaceae,Gnathias ovatus,Hymenoptera,Nomadidae
Zanthoxylum americanum,Rutaceae,Gonia capitata,Diptera,Tachinidae
Zanthoxylum americanum,Rutaceae,Gonia exul,Diptera,Tachinidae
Zanthoxylum americanum,Rutaceae,Halictus lerouxii,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Helicobia 4-setosa,Diptera,Sarcophagidae
Zanthoxylum americanum,Rutaceae,Helophilus similis,Diptera,Syrphidae
Zanthoxylum americanum,Rutaceae,Holochrysis hilaris,Hymenoptera,Chrysididae
Zanthoxylum americanum,Rutaceae,Mesogramma geminata,Diptera,Syrphidae
Zanthoxylum americanum,Rutaceae,Myopa vesiculosa,Diptera,Conopidae
Zanthoxylum americanum,Rutaceae,Nomada cressonii,Hymenoptera,Nomadidae
Zanthoxylum americanum,Rutaceae,Nomada denticulata,Hymenoptera,Nomadidae
Zanthoxylum americanum,Rutaceae,Nomada illinoensis,Hymenoptera,Nomadidae
Zanthoxylum americanum,Rutaceae,Nomada sayi,Hymenoptera,Nomadidae
Zanthoxylum americanum,Rutaceae,Odontalictus ligatus,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Opandrena cressonii,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Opandrena dubia,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Opandrena miserabilis,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Orthoneura nitida,Diptera,Syrphidae
Zanthoxylum americanum,Rutaceae,Osmia pumila,Hymenoptera,Megachilidae
Zanthoxylum americanum,Rutaceae,Oxystoglossa confusa,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Paralictus platyparius,Hymenoptera,Halictidae
Zanthoxylum americanum,Rutaceae,Phorichaeta sequax,Diptera,Tachinidae
Zanthoxylum americanum,Rutaceae,Phormia regina,Diptera,Muscidae
Zanthoxylum americanum,Rutaceae,Phyto clesides,Diptera,Tachinidae
Zanthoxylum americanum,Rutaceae,Plusia simplex,Lepidoptera,Noctuidae
Zanthoxylum americanum,Rutaceae,Polistes pallipes,Hymenoptera,Vespidae
Zanthoxylum americanum,Rutaceae,Pseudopyrellia cornicina,Diptera,Muscidae
Zanthoxylum americanum,Rutaceae,Scatophaga furcata,Diptera,Scatophagidae
Zanthoxylum americanum,Rutaceae,Sphaerophoria cylindrica,Diptera,Syrphidae
Zanthoxylum americanum,Rutaceae,Syrphus americanus,Diptera,Syrphidae
Zanthoxylum americanum,Rutaceae,Trachandrena claytoniae,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Trachandrena forbesii,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Trachandrena hippotes,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Trachandrena rugosa,Hymenoptera,Andrenidae
Zanthoxylum americanum,Rutaceae,Xanthidium luteoloides,Hymenoptera,Nomadidae
Zanthoxylum americanum,Rutaceae,Xanthidium luteolum,Hymenoptera,Nomadidae
Zanthoxylum americanum,Rutaceae,Xanthogramma felix,Diptera,Syrphidae
Zanthoxylum americanum,Rutaceae,Zaodontomerus calcaratus,Hymenoptera,Ceratinidae
Zea mays,Gramineae (anemophilous),Apis mellifera,Hymenoptera,Apidiae
Zizia aurea,Umbelliferae,Acmaeops nigripennis,Coleoptera,Cerambycidae
Zizia aurea,Umbelliferae,Agapostemon radiatus,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Agromyza aeneoventris,Diptera,Agromyzidae
Zizia aurea,Umbelliferae,Alcidamea simplex,Hymenoptera,Megachilidae
Zizia aurea,Umbelliferae,Aldrichia ehrmanii,Diptera,Bombyliidae
Zizia aurea,Umbelliferae,Allognosta obscuriventris,Diptera,Stratiomyidae
Zizia aurea,Umbelliferae,Alophora aeneoventris,Diptera,Tachinidae
Zizia aurea,Umbelliferae,Ancistrocerus campestris,Hymenoptera,Eumenidae
Zizia aurea,Umbelliferae,Ancistrocerus tigris,Hymenoptera,Eumenidae
Zizia aurea,Umbelliferae,Andrena illinoensis,Hymenoptera,Andrenidae
Zizia aurea,Umbelliferae,Andrena nasonii,Hymenoptera,Andrenidae
Zizia aurea,Umbelliferae,Andrena sayi,Hymenoptera,Andrenidae
Zizia aurea,Umbelliferae,Anoplius illinoensis,Hymenoptera,Pompilidae
Zizia aurea,Umbelliferae,Apinops atra,Diptera,Tachinidae
Zizia aurea,Umbelliferae,Apis mellifera,Hymenoptera,Apidiae
Zizia aurea,Umbelliferae,Augochlora fervida,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Augochlora viridula,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Bibio albipennis,Diptera,Bibionidae
Zizia aurea,Umbelliferae,Bombias auricomus,Hymenoptera,Bombidae
Zizia aurea,Umbelliferae,Bombias scutellaris,Hymenoptera,Bombidae
Zizia aurea,Umbelliferae,Bombias separatus,Hymenoptera,Bombidae
Zizia aurea,Umbelliferae,Bombus americanorum,Hymenoptera,Bombidae
Zizia aurea,Umbelliferae,Bombus consimilis,Hymenoptera,Bombidae
Zizia aurea,Umbelliferae,Bombus impatiens,Hymenoptera,Bombidae
Zizia aurea,Umbelliferae,Calythea albicincta,Diptera,Anthomyidae
Zizia aurea,Umbelliferae,Centrias americanus,Hymenoptera,Nomadidae
Zizia aurea,Umbelliferae,Centrinites strigicollis,Coleoptera,Curculionidae
Zizia aurea,Umbelliferae,Centrinus picumnus,Coleoptera,Curculionidae
Zizia aurea,Umbelliferae,Ceratina dupla,Hymenoptera,Ceratinidae
Zizia aurea,Umbelliferae,Ceratoma caminea,Coleoptera,Chrysomelidae
Zizia aurea,Umbelliferae,Ceratomyiella conica,Diptera,Tachinidae
Zizia aurea,Umbelliferae,Chilosia petulca,Diptera,Syrphidae
Zizia aurea,Umbelliferae,Chloralictus albipennis,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Chloralictus coreopsis,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Chloralictus pilosus,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Chloralictus pruinosus,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Chloralictus sparsus,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Chloralictus tegularis,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Chloralictus versatus,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Chloralictus zephyrus,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Chlorops assimilis,Diptera,Oscinidae
Zizia aurea,Umbelliferae,Chlorops proxima,Diptera,Oscinidae
Zizia aurea,Umbelliferae,Chlorops pulverea,Diptera,Oscinidae
Zizia aurea,Umbelliferae,Chrysogaster ontario,Diptera,Syrphidae
Zizia aurea,Umbelliferae,Cistogaster occidua,Diptera,Tachinidae
Zizia aurea,Umbelliferae,Cistogaster pallasii,Diptera,Tachinidae
Zizia aurea,Umbelliferae,Clytochrysus obscurus,Hymenoptera,Crabronidae
Zizia aurea,Umbelliferae,Coccinella sanguinea,Coleoptera,Coccinellidae
Zizia aurea,Umbelliferae,Coenosia lacteipennis,Diptera,Anthomyidae
Zizia aurea,Umbelliferae,Colletes aestivalis,Hymenoptera,Colletidae
Zizia aurea,Umbelliferae,Colletes inaequalis,Hymenoptera,Colletidae
Zizia aurea,Umbelliferae,Cremastus epagoges,Hymenoptera,Ichneumonidae
Zizia aurea,Umbelliferae,Curtisapis coriacea,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Curtisapis forbesii,Hymenoptera,Halictidae
Zizia aurea,Umbelliferae,Diabrotica 12-punctata,Coleoptera,Chrysomelidae
Zizia aurea,Umbelliferae,Diabrotica vittata,Coleoptera,Chrysomelidae
Zizia aurea,Umbelliferae,Ectemnius atriceps,Hymenoptera,Crabronidae
Zizia aurea,Umbelliferae,Empis distans,Diptera,Empididae
Zizia aurea,Umbelliferae,Empis loripedis,Diptera,Empididae
Zizia aurea,Umbelliferae,Episyron biguttatus,Hymenoptera,Pompilidae
Zizia aurea,Umbelliferae,Eristalis dimidiatus,Diptera,Syrphidae
